"batch"	"allele2"	"n"	"batch.freq"
"FINRISK_predictCVD_Corogene_tarto_R3"	"01:03"	338	0.0901333333333333
"FINRISK_predictCVD_Corogene_tarto_R3"	"01:04"	44	0.0117333333333333
"FINRISK_predictCVD_Corogene_tarto_R3"	"01:05"	29	0.00773333333333333
"FINRISK_predictCVD_Corogene_tarto_R3"	"02:01"	211	0.0562666666666667
"FINRISK_predictCVD_Corogene_tarto_R3"	"03:01"	423	0.1128
"FINRISK_predictCVD_Corogene_tarto_R3"	"03:02"	165	0.044
"FINRISK_predictCVD_Corogene_tarto_R3"	"03:03"	121	0.0322666666666667
"FINRISK_predictCVD_Corogene_tarto_R3"	"04:01"	386	0.102933333333333
"FINRISK_predictCVD_Corogene_tarto_R3"	"05:01"	335	0.0893333333333333
"FINRISK_predictCVD_Corogene_tarto_R3"	"05:05"	292	0.0778666666666667
"FINRISK_predictCVD_Corogene_tarto_R3"	"06:01"	4	0.00106666666666667
"FINRISK_SUMMIT_R3_Drem"	"01:01"	228	0.178403755868545
"FINRISK_SUMMIT_R3_Drem"	"01:02"	237	0.185446009389671
"FINRISK_SUMMIT_R3_Drem"	"01:03"	115	0.0899843505477308
"FINRISK_SUMMIT_R3_Drem"	"01:04"	13	0.0101721439749609
"FINRISK_SUMMIT_R3_Drem"	"01:05"	7	0.0054773082942097
"FINRISK_SUMMIT_R3_Drem"	"02:01"	57	0.0446009389671361
"FINRISK_SUMMIT_R3_Drem"	"03:01"	155	0.121283255086072
"FINRISK_SUMMIT_R3_Drem"	"03:02"	68	0.05320813771518
"FINRISK_SUMMIT_R3_Drem"	"03:03"	48	0.0375586854460094
"FINRISK_SUMMIT_R3_Drem"	"04:01"	139	0.108763693270736
"FINRISK_SUMMIT_R3_Drem"	"05:01"	108	0.0845070422535211
"FINRISK_SUMMIT_R3_Drem"	"05:05"	101	0.0790297339593114
"FINRISK_SUMMIT_R3_Drem"	"06:01"	2	0.00156494522691706
"GENERISK_1_15_R3"	"01:01"	2651	0.190554916618746
"GENERISK_1_15_R3"	"01:02"	2356	0.169350201265095
"GENERISK_1_15_R3"	"01:03"	1266	0.0910005750431282
"GENERISK_1_15_R3"	"01:04"	148	0.0106382978723404
"GENERISK_1_15_R3"	"01:05"	124	0.00891316848763657
"GENERISK_1_15_R3"	"02:01"	808	0.0580793559516964
"GENERISK_1_15_R3"	"03:01"	1591	0.11436170212766
"GENERISK_1_15_R3"	"03:02"	534	0.0383841288096607
"GENERISK_1_15_R3"	"03:03"	399	0.0286802760207016
"GENERISK_1_15_R3"	"04:01"	1350	0.0970385278895917
"GENERISK_1_15_R3"	"05:01"	1448	0.104082806210466
"GENERISK_1_15_R3"	"05:05"	1212	0.0871190339275446
"GENERISK_1_15_R3"	"05:09"	3	0.000215641173087982
"GENERISK_1_15_R3"	"06:01"	22	0.0015813686026452
"H2000_Broad_R3_Drem"	"01:01"	1571	0.17864453036161
"H2000_Broad_R3_Drem"	"01:02"	1642	0.186718216966113
"H2000_Broad_R3_Drem"	"01:03"	783	0.0890379804412099
"H2000_Broad_R3_Drem"	"01:04"	100	0.0113713895838071
"H2000_Broad_R3_Drem"	"01:05"	72	0.00818740050034114
"H2000_Broad_R3_Drem"	"02:01"	458	0.0520809642938367
"H2000_Broad_R3_Drem"	"03:01"	1077	0.122469865817603
"H2000_Broad_R3_Drem"	"03:02"	408	0.0463952695019331
"H2000_Broad_R3_Drem"	"03:03"	294	0.033431885376393
"H2000_Broad_R3_Drem"	"04:01"	846	0.0962019558790084
"H2000_Broad_R3_Drem"	"05:01"	847	0.0963156697748465
"H2000_Broad_R3_Drem"	"05:05"	678	0.0770980213782124
"H2000_Broad_R3_Drem"	"05:09"	2	0.000227427791676143
"H2000_Broad_R3_Drem"	"06:01"	16	0.00181942233340914
"H2000_FIMM_R3_Drem"	"01:01"	317	0.189820359281437
"H2000_FIMM_R3_Drem"	"01:02"	311	0.18622754491018
"H2000_FIMM_R3_Drem"	"01:03"	149	0.0892215568862275
"H2000_FIMM_R3_Drem"	"01:04"	20	0.0119760479041916
"H2000_FIMM_R3_Drem"	"01:05"	14	0.00838323353293413
"H2000_FIMM_R3_Drem"	"02:01"	102	0.0610778443113772
"H2000_FIMM_R3_Drem"	"03:01"	195	0.116766467065868
"H2000_FIMM_R3_Drem"	"03:02"	74	0.044311377245509
"H2000_FIMM_R3_Drem"	"03:03"	47	0.0281437125748503
"H2000_FIMM_R3_Drem"	"04:01"	162	0.0970059880239521
"H2000_FIMM_R3_Drem"	"05:01"	174	0.104191616766467
"H2000_FIMM_R3_Drem"	"05:05"	103	0.0616766467065868
"H2000_FIMM_R3_Drem"	"06:01"	2	0.00119760479041916
"H2000_Genmets_R3_Drem"	"01:01"	766	0.183429118773946
"H2000_Genmets_R3_Drem"	"01:02"	762	0.182471264367816
"H2000_Genmets_R3_Drem"	"01:03"	385	0.0921934865900383
"H2000_Genmets_R3_Drem"	"01:04"	43	0.0102969348659004
"H2000_Genmets_R3_Drem"	"01:05"	44	0.010536398467433
"H2000_Genmets_R3_Drem"	"02:01"	249	0.0596264367816092
"H2000_Genmets_R3_Drem"	"03:01"	476	0.113984674329502
"H2000_Genmets_R3_Drem"	"03:02"	164	0.039272030651341
"H2000_Genmets_R3_Drem"	"03:03"	131	0.0313697318007663
"H2000_Genmets_R3_Drem"	"04:01"	419	0.100335249042146
"H2000_Genmets_R3_Drem"	"05:01"	388	0.092911877394636
"H2000_Genmets_R3_Drem"	"05:05"	347	0.0830938697318008
"H2000_Genmets_R3_Drem"	"05:09"	1	0.000239463601532567
"H2000_Genmets_R3_Drem"	"06:01"	1	0.000239463601532567
